TSPAN6,HPA004109;
ZNF696,HPA057855;HPA072473;
SRL,HPA041535;HPA045520;
C11orf87,HPA034656;
IFIT1,CAB045980;HPA053890;HPA055380;
CXorf38,HPA050120;
KCNQ5,HPA016655;
NLRP9,HPA042623;
SLC52A2,HPA063036;
PIGP,HPA026921;
IKZF1,CAB009247;HPA035221;HPA035222;
PCYT2,HPA023033;HPA023034;
NPAP1,HPA018828;HPA019562;
BCAP31,HPA003906;CAB015350;CAB015424;
ARL17A,HPA046814;
GNB1L,HPA034627;HPA034628;
DNAH14,HPA027718;HPA028545;HPA031379;
CCDC190,HPA028579;HPA028584;HPA028592;
EVI2B,HPA007436;
NPIPB4,HPA053611;
THNSL1,HPA037585;
PRSS38,HPA028003;HPA055809;
LAMP1,CAB004260;HPA014750;
TAS2R60,HPA030416;
POMK,HPA013321;
C16orf54,HPA060546;
KLHL34,HPA060287;
PTCH1,CAB013717;HPA075072;
RTN4RL1,HPA044428;
ZNF267,HPA003866;
IRS2,CAB016944;HPA054664;
FAM186A,HPA047128;
BICD2,HPA023013;HPA024452;
TMLHE,HPA034589;HPA040331;
LRCH3,HPA012380;HPA017299;
ATP4B,HPA045400;HPA052649;
NDUFA13,HPA041213;
ZNF566,HPA023456;
ZNF529,HPA031311;
HTR3E,HPA049764;
DLEU7,HPA053750;
AIDA,HPA027935;
C15orf41,HPA061023;
CD300LF,HPA013712;
ZPBP2,HPA027997;HPA053070;
KRT5,CAB000027;CAB000129;HPA059479;
NBPF6,HPA045044;HPA046411;HPA047447;HPA058050;
LRRC70,HPA013409;
ANKRD46,HPA013758;
CYP4F2,HPA014048;HPA017265;HPA058960;
ZBTB6,HPA054111;HPA076894;
C2orf76,HPA044977;HPA055362;
TAS2R42,HPA036149;
POLR3C,HPA027508;HPA027516;
WWOX,HPA050992;
CCDC84,HPA039906;HPA071715;
BCL9L,HPA049370;HPA053421;
POLR1D,HPA039337;
KIF18B,HPA024205;
ZNRF1,HPA027470;
BPIFB3,HPA045741;
SAPCD2,HPA044154;
EDARADD,HPA018836;
MARC1,HPA028702;
SOWAHB,HPA036809;HPA036810;
BLOC1S4,HPA043840;
ZNF749,HPA042082;HPA042091;HPA056001;
KLHL32,HPA039150;
BTLA,HPA047211;HPA062029;
KDM4D,HPA055854;HPA064037;
GPAT2,HPA036841;
TOR3A,HPA028766;
ZNF555,HPA053956;HPA055430;
PRELID2,HPA042486;
SLC36A2,HPA044002;HPA062229;
THBS2,CAB017716;HPA044304;
RXRA,CAB004565;CAB005352;
ANKRD37,HPA036626;HPA058127;
C9orf47,CAB009902;
NUDT17,HPA030145;
KIAA1024L,HPA013760;
KRT10,CAB000132;HPA012014;
CD300E,HPA015570;
CCDC30,HPA036344;HPA036345;
GLDN,HPA059441;
FCAR,HPA014050;
TRDN,HPA038226;HPA058226;
OR6P1,HPA047466;
ZNF501,HPA044161;
ZNF197,HPA054567;
RPS23,HPA054853;
BTN3A2,CAB019392;
KLK12,CAB025473;
RGS7BP,HPA039600;
ZNF396,HPA006686;
TMEM222,HPA016579;HPA059374;
CLCNKA,HPA057717;
ARHGAP30,HPA036300;
SEPT10,HPA047860;HPA056304;HPA060310;
FAM86B1,HPA041610;HPA055718;
GPATCH8,HPA044380;
CEACAM19,HPA014462;HPA052865;
DEFB107A,HPA045626;
NF2,HPA003097;CAB005385;
SMIM29,HPA037659;HPA037660;
DEFB106A,HPA045592;
UBE2H,HPA003302;
KATNA1,HPA036207;
ARAP1,CAB020703;HPA070383;
KIF24,HPA020643;
PDE2A,CAB009752;HPA031192;
CARMIL3,HPA030596;
PRR5,HPA054072;
C17orf58,HPA023036;
BCDIN3D,HPA039911;
MAGEE2,HPA030625;
CFAP73,HPA048539;
CCDC73,HPA038668;HPA038669;
BCR,CAB010421;CAB018545;HPA038337;
SPIN4,HPA044559;
SPIN2B,HPA000162;HPA069835;
HYAL3,HPA049402;
KCNK18,HPA044739;
IFNA10,HPA047557;
VSIG10L,HPA060453;HPA066745;
CXCR3,HPA045942;
ZNF397,HPA026087;
TPCN1,HPA039757;
LILRB4,HPA052807;
TNFRSF4,CAB016128;
KRT16,CAB000136;HPA000539;
HEXIM1,HPA008926;CAB011625;
SELENOV,HPA059274;
KRT14,CAB000134;HPA000452;HPA000539;HPA023040;
TRABD2A,HPA045817;
POFUT2,HPA044297;
TMEM17,HPA018100;
TNFRSF18,HPA008025;
ZDHHC17,HPA016807;HPA058674;
P2RY4,CAB022644;
TMEM232,HPA049386;
EMID1,HPA000592;
ESPN,HPA028674;HPA060220;
PTRH1,HPA021223;
RPS19BP1,HPA042874;
C3orf70,HPA041861;
OR2AK2,HPA052544;
DEFB106B,HPA045592;
PLCD1,CAB009913;HPA020107;HPA021677;
ENTPD5,HPA002927;
MITF,CAB002578;HPA003259;
CMC1,HPA043333;
LYPD6,HPA042805;
AKR1C1,CAB047303;HPA068265;
FOXD3,CAB022455;
RNF220,HPA027577;HPA027578;
ANGPTL5,HPA038516;
H1FNT,HPA046204;
TSPYL4,HPA044863;
GCNT1,HPA003522;HPA003523;HPA031151;
FNBP1,HPA019635;HPA019691;HPA022119;HPA067742;
DYNC2H1,HPA039015;HPA039016;
KRT12,HPA055217;HPA055835;
MAGED4B,HPA003554;
BCAM,HPA005654;
CIDEC,HPA018837;HPA020553;
MAGI2,HPA013650;
CHP1,HPA006616;
C11orf96,HPA038843;
KCNJ11,HPA048891;
COL4A1,CAB001695;
PLEKHG7,HPA060632;
GJA4,HPA047981;
HSPA14,HPA046180;
ATP13A5,HPA031771;HPA031774;
SIRT7,HPA027284;HPA028246;CAB037261;HPA053669;
PRR27,HPA036150;HPA036151;
SBK2,HPA030631;
USP7,CAB008108;HPA015641;CAB079904;
FOXD4L3,HPA012836;
COX8C,HPA003127;
PLEKHN1,HPA031742;
MAGEH1,HPA011324;HPA011971;
TET3,HPA050845;
ISG15,HPA004627;
EXD3,HPA047395;
MYMK,HPA051846;HPA055785;
ZKSCAN4,HPA009637;
RGPD1,HPA049497;HPA051675;HPA067564;
DHRS4L2,HPA023972;
PERM1,HPA031711;HPA031712;
SPRY4,CAB008086;HPA055471;HPA072661;
TRPV2,HPA044993;
AMTN,HPA036136;HPA036137;
CXorf67,HPA004003;HPA006128;
C2orf88,HPA049549;
DNAJB13,HPA052465;HPA061330;
GABRD,HPA044371;
AMY1C,HPA045394;HPA045399;HPA046980;
TCEA1,HPA043786;
NHEJ1,CAB012334;HPA043869;
SSX7,HPA045683;
ADH1A,CAB009562;HPA047814;HPA060902;
SEMA4D,HPA015662;HPA023277;
LIN28B,HPA036630;HPA061745;
FAM69C,HPA048928;
MCRS1,HPA039057;
TMEM72,HPA039894;HPA062907;
ZNF70,HPA018821;
CARD9,HPA059502;
PEAR1,HPA035217;
ZFP69B,HPA044289;
SOWAHD,HPA065955;
ZFP69,HPA027808;HPA054942;
HELT,HPA036188;HPA036189;
RTL4,HPA003272;
HIST1H1C,CAB011507;HPA055907;
PLSCR3,HPA048387;HPA068609;
EIF4EBP1,CAB005032;CAB005039;HPA023501;
ASCL4,HPA036116;
CCDC157,HPA042943;
FAM122A,HPA056646;
PALM3,HPA052794;HPA056119;
GFRAL,HPA047372;
SHISA7,HPA058935;
DMBT1,HPA040778;
LDLRAD2,HPA030478;
C2orf66,HPA020869;
COL14A1,HPA023781;
CPSF4L,HPA044047;
KLHL17,HPA031251;
ZSCAN23,HPA035959;HPA035960;
C17orf99,HPA029655;
TPRG1,HPA044751;HPA060187;
S100A3,HPA042674;HPA056140;
RILPL1,HPA041314;
ZNF490,HPA005576;
NRN1L,HPA041761;
ARL4C,HPA028927;
TREML4,HPA065044;
PRSS45,HPA060284;
PLA2G4E,HPA041105;
FAM25A,HPA044808;
MAPK12,CAB025483;HPA054562;
AGRN,HPA040090;
NHS,HPA031497;HPA076257;
NCR3LG1,HPA024137;
DCUN1D3,HPA041983;HPA043511;
POTEE,HPA041264;HPA041271;HPA043260;
ZNF793,HPA034781;
TUBB4B,CAB010880;HPA043640;HPA046280;
AGAP4,HPA042490;
HYKK,HPA040706;
OR7A5,HPA053823;
RUFY4,HPA037980;
ZNF383,HPA063945;
IGFL1,HPA014001;
ZNF669,HPA044043;
PEAK3,HPA057806;
LRRIQ4,HPA036271;HPA036706;
OR6C6,HPA051090;
OR6N2,HPA056637;
GTF2F2,HPA006912;
FOCAD,HPA055015;
C10orf99,HPA050920;
IFNA2,HPA047557;
JAKMIP3,HPA022872;
PPP3R2,HPA047157;
PDCD1,HPA035981;CAB038418;CAB076386;
CLEC2A,HPA048530;HPA072407;
TCTEX1D4,HPA062652;
SELL,CAB002144;HPA051972;
MAGEB5,HPA052627;
CHM,HPA003231;CAB016171;
NANOS2,HPA014190;
BLOC1S5,CAB025613;HPA077525;
H2AFX,CAB012264;HPA041189;HPA051647;
INSC,HPA039769;
C19orf54,HPA059043;HPA059628;
NCCRP1,HPA052812;
KRTDAP,HPA063474;
FAM83G,HPA023369;HPA023940;
HBA2,CAB038417;HPA043780;
DUSP28,HPA047456;CAB069448;
CCDC9B,HPA040484;HPA041834;
NBR1,HPA022944;HPA022999;HPA023999;
NDOR1,HPA024504;
PAQR9,HPA052798;
CLN3,HPA063280;
FAM72B,HPA043271;HPA067321;
SUMO2,CAB037314;HPA042123;HPA048064;
NANOS1,CAB012219;
IGFL3,HPA062776;
ZNF177,HPA003141;
RTL6,HPA005697;
DPYD,CAB033241;HPA045210;
S100A16,HPA045841;
PTAR1,HPA021248;
CC2D2B,HPA044091;HPA072122;
UROS,HPA044038;
ZDHHC9,HPA031814;
ZBED6CL,HPA019724;HPA055805;
QRFP,HPA043377;
OSTN,CAB024997;CAB025649;HPA030878;
VWC2,HPA055243;
FAM221A,HPA019719;HPA026748;HPA026752;
TMEM120B,HPA014066;
NOXA1,HPA044781;
BCL2L15,HPA029732;HPA029733;
PLET1,HPA040237;
CATSPER4,HPA045257;
PLA2G2E,HPA064085;
ZNF548,HPA066042;
MTF1,HPA028604;HPA028689;
SHISA6,HPA023440;
TMEM201,CAB039039;
NHLRC3,HPA013738;
SNTN,HPA043322;HPA058399;
ZDHHC11,HPA057886;HPA069008;
CNR2,CAB009719;
SLX4,HPA049421;HPA066238;
RPL14,HPA004136;
BEND4,HPA036850;
FAM78B,HPA052789;HPA073246;
ZNF563,HPA042136;
KLRG2,HPA018199;
AC099489.1,HPA042154;
LRRK2,HPA014293;CAB037160;
BSX,HPA015654;
FAM196A,HPA035898;HPA035899;
UTS2B,HPA026992;
NOC2L,HPA044258;HPA062195;
NELFB,HPA020259;
SLC15A5,HPA041638;
LRRC66,HPA014549;HPA027839;
ZNF292,HPA032154;HPA050618;
KCTD21,HPA041964;
SBSN,HPA062568;HPA067734;
ADAT2,HPA035479;
MAGEB16,HPA055743;HPA076456;
ZNF567,HPA023937;
ANKDD1B,HPA059722;
ALKBH2,CAB011198;HPA045392;HPA051976;
RNF222,HPA048916;
CGB5,HPA038925;HPA038934;
APOD,HPA040520;
H1F0,HPA000843;
LITAF,HPA006960;
FAM25G,HPA044808;
SF3B3,HPA041134;HPA042986;
PRSS48,HPA053801;
ANKRD34B,HPA043327;
PLAC9,HPA043469;
FAM47B,HPA046829;HPA050996;
FSCB,HPA003546;
CLDN4,CAB002610;
GRAPL,HPA051796;HPA066654;
FAM47E,HPA053331;
JPT1,HPA059729;
ZNF527,HPA037740;HPA037741;
ZAR1L,HPA041319;
TSPYL1,HPA031970;
PNRC2,HPA027820;HPA045837;
GJB5,HPA038146;
FHIT,CAB002684;HPA018840;HPA018909;
ZKSCAN3,HPA009637;HPA060116;
FOXR2,HPA034487;HPA057358;
RRP7A,HPA001586;HPA046768;
LIN54,HPA056606;
FAM53B,HPA037751;HPA037752;
FAM180A,HPA021224;
C6orf222,HPA038407;HPA058189;
SPANXN4,HPA045730;HPA059094;
S100A14,HPA027613;
SLC35E2B,HPA045641;HPA062711;
TOGARAM2,HPA037561;HPA037562;HPA075216;
ALG1L,HPA036108;
KIAA0408,HPA044035;HPA053341;
GSPT2,HPA044769;HPA074588;
C8orf76,HPA023708;
HMGB1,HPA003506;CAB005873;
ZFP92,HPA003030;
BLOC1S2,HPA048088;HPA055010;
IL1RAP,HPA035293;
PTPRT,HPA017336;CAB069423;
PAX5,CAB026269;CAB026869;HPA056394;HPA068498;
OR6M1,HPA048674;
ZNF699,HPA058287;
TDRD7,CAB020800;HPA022250;HPA024529;
KIAA0895L,HPA065996;
HLA-DRB1,CAB015400;CAB034021;HPA043151;
VN1R2,HPA044551;
AKR1C3,CAB010874;HPA068265;
SPATS2L,HPA055427;HPA066310;
ZNF250,HPA020853;
WDSUB1,HPA036840;HPA058172;
ZNF79,HPA028977;
S100A4,CAB002618;HPA007973;CAB027387;CAB058698;CAB068227;CAB068228;
C8orf86,HPA025066;
ACADSB,HPA041458;HPA063555;
CTSE,HPA012940;CAB032687;
MPHOSPH8,HPA039701;HPA040035;
GREB1,HPA024616;HPA027843;HPA028416;
SIRPB2,HPA011548;HPA048032;
ZNF766,HPA044882;HPA063496;
RYR1,HPA056416;
SRGAP3,HPA036959;HPA044074;HPA078079;
TUBB,CAB005417;CAB012406;HPA043640;HPA046280;
LCOR,HPA031429;HPA057621;HPA077000;
XPNPEP3,HPA000527;
OR10S1,HPA019038;
PPIA,CAB004655;HPA058345;
ZNF471,HPA066695;
OR10J3,HPA042963;
SUPT3H,HPA024371;
ATP2A1,CAB002310;CAB032706;
IARS,HPA029806;
POM121,CAB003710;HPA043809;HPA049817;
ZBTB44,HPA052589;
STK31,HPA023194;
CGB7,HPA038925;HPA038934;
NLGN3,HPA003183;HPA004066;
OR8D1,HPA059510;
ADH7,HPA039695;
CD55,HPA002190;CAB010454;HPA024386;
ZNF565,HPA044123;
NTNG2,HPA065089;HPA071290;
ELAVL3,CAB013066;
LONP1,HPA002034;HPA002192;
ASB13,HPA048293;HPA061742;
SLC35F1,HPA019576;
ZNF34,HPA053925;HPA060755;HPA066805;
ZNF781,HPA062512;
ZNF140,HPA003655;HPA048332;
INCA1,HPA044359;HPA052401;
PTPN1,CAB009329;HPA012542;CAB015217;
EVL,HPA018849;HPA019536;CAB033987;
EPHB4,CAB013537;
PRTN3,HPA005938;CAB017558;
ZNF124,HPA031127;
XRCC6,CAB004254;HPA047549;HPA062226;
PPP1R26,HPA044686;HPA063817;
NBPF4,HPA045044;HPA046411;HPA047447;HPA058050;
TSC22D2,HPA004926;
CRYBA4,HPA071178;
NPIPB15,HPA011188;HPA053611;
ZNF569,HPA052994;
ARMCX4,HPA000429;HPA051930;
YRDC,HPA030147;
ZNF777,HPA003252;
ZNF605,HPA061970;HPA062655;
MYL6B,HPA038887;HPA046859;HPA063034;
ZNF799,HPA003150;HPA018683;
SIAH1,CAB018724;
GK2,HPA060687;
C20orf96,HPA048649;
ESRRG,HPA044678;
NCOR2,HPA001928;
SULT1A1,HPA049500;HPA051051;
PRPF40A,HPA038272;HPA038273;
GDAP2,HPA046185;
TCEAL3,HPA045564;HPA058982;
ANAPC7,CAB009567;
SLC6A9,HPA013977;
AFAP1,HPA015642;CAB024712;
BORCS6,HPA045415;HPA060791;
FAM72A,HPA043271;HPA067321;
SULF2,HPA002325;
HBG2,CAB016143;HPA043234;
MYO6,CAB010762;HPA035482;HPA035483;
HDAC2,CAB005054;HPA011727;
ZNF782,HPA011013;
SLC22A25,HPA039390;
POTEF,HPA041264;HPA041271;HPA043260;
ZNF846,HPA034617;HPA034618;
ADH1B,HPA047814;HPA060902;
UGT2B15,HPA045108;
SDHAF3,HPA020515;HPA020523;
HRH1,HPA029740;
RABL6,HPA044037;
ZNF502,HPA024761;HPA029557;
TTC30B,HPA051714;HPA052100;HPA052487;
TECPR2,HPA000658;
TLR7,HPA059613;
FAM180B,HPA029408;
ZFP62,HPA048629;
ERI2,HPA035384;HPA035385;
ZNF512B,HPA006688;HPA008731;
AMZ2,HPA023299;HPA052406;
ZNF431,HPA059135;
ALKAL1,HPA027368;
NF1,HPA045502;
VKORC1L1,HPA053954;
ZNF418,HPA043800;HPA053762;HPA072145;
DAPK1,CAB037302;HPA040472;HPA048436;
HLA-DQA1,HPA012315;
GM2A,HPA008063;
HIST1H2AI,HPA041189;
ZNF700,HPA047845;
CD47,CAB016055;HPA044659;
TLE1,CAB011482;HPA071396;
MAML3,HPA037717;
HIST1H2AG,HPA041189;
STRN3,HPA003392;HPA004636;CAB069925;
ZNF239,HPA030843;HPA046679;
ZSCAN16,HPA007290;
POTEI,HPA041264;HPA041271;HPA043260;
ARID5A,HPA002860;HPA023879;
RGPD4,HPA049497;HPA051675;HPA067564;
NHLRC2,HPA038493;HPA057564;
HIST1H2AD,HPA041189;
ZFP28,HPA028879;
CBWD3,HPA042759;HPA042813;
LAMB3,HPA007584;HPA008069;CAB078183;
HIST3H2BB,HPA042205;HPA043013;HPA048671;
KPNA5,CAB026464;HPA054037;
ARHGEF12,HPA018911;CAB025581;
SRGAP1,HPA052416;HPA078079;
FAM3C,HPA043376;HPA050548;
SLC39A10,HPA036512;HPA036513;HPA066087;
CASP4,HPA027588;CAB037167;
AP2A1,CAB004306;
FUT11,HPA014033;
ANXA4,CAB005076;HPA007393;CAB017560;
LAGE3,HPA036122;HPA036123;
NPIPB9,HPA011188;HPA053611;
METTL9,HPA053588;HPA056347;
ZNF470,HPA029000;
ZNF100,HPA059135;
CXorf40B,HPA060897;
ZSCAN25,HPA055127;HPA057173;
GMFB,HPA002954;
ZNF763,HPA047845;
HIST1H4C,HPA042201;
MAFG,CAB025573;
ARRDC1,HPA044345;
KIAA1671,HPA018135;
IGF2R,CAB009661;HPA011332;
GAL3ST4,HPA038137;HPA038138;
DYNC1H1,HPA003742;CAB010443;
SLC25A29,HPA030781;
ZNF682,HPA055998;
ZNF772,HPA031312;
PCNX3,HPA018084;
ACSL5,HPA007162;CAB035986;CAB062546;
LRRC8B,HPA017950;
ABCB8,HPA045187;
SND1,HPA002529;HPA002632;CAB019323;
SULT1A2,HPA049500;HPA051051;
PSMD12,HPA023119;
ADGRA1,HPA042773;
NOL4L,HPA041768;HPA043600;
CYSRT1,HPA021883;HPA021886;
SLC22A4,CAB015468;HPA036974;
ZSCAN5B,HPA043123;HPA046836;HPA059494;HPA060667;
ENTPD4,HPA017655;
C1D,HPA037413;HPA037588;
TBC1D9B,HPA038350;
HIST1H4J,HPA042201;
SLC2A7,HPA039931;
FAM110D,HPA013664;
SERPINA1,HPA000927;HPA001292;CAB013211;CAB016648;CAB073396;
TPSB2,HPA049153;HPA049554;
KANK2,HPA015643;
C6orf141,HPA036199;
GTF2E2,HPA004816;CAB009603;HPA025065;
GUCA2A,HPA018215;
RAD54B,HPA007087;
BLM,HPA005689;
ZNF720,HPA041570;
DDI2,HPA043119;HPA043225;
SVIL,CAB010878;HPA020095;HPA020138;
TRIM33,HPA004345;
PELI1,HPA053182;
FBXL22,HPA047624;HPA054627;
ZNF786,HPA021518;HPA053459;
S100A7L2,HPA057828;
DACT3,HPA043053;
ZNF860,HPA063386;
HTT,CAB002756;HPA026114;
C5AR1,CAB002720;HPA014520;HPA048012;
CYP2B6,CAB033866;HPA048124;HPA062973;
DCHS2,HPA064159;
SHPK,HPA024361;HPA064939;
OR51D1,HPA061240;
OPALIN,HPA014372;
MAP3K5,CAB007824;HPA063245;
OGDHL,HPA043716;HPA052497;
GSTK1,HPA006311;HPA022904;
HNRNPAB,HPA046688;
STMN3,HPA012947;
PDGFA,CAB005579;HPA065024;
COL13A1,HPA050392;
SPN,CAB002666;HPA055244;
ZNF695,HPA024743;
PCDHB11,HPA045042;
ZNF628,HPA044451;
GALP,HPA053938;
SLC2A10,HPA041015;
ZNF665,HPA023437;
RPF2,HPA035475;
FAM177B,HPA063059;
MYO5A,HPA001356;
GZMM,HPA015624;
ATG7,HPA007639;CAB018771;
SIPA1L1,HPA002875;HPA077689;
TTC30A,HPA051714;HPA052100;HPA052487;
ELANE,CAB015409;HPA066836;
ZNF624,HPA023157;HPA023244;
HHLA3,HPA031323;
TOPORS,HPA060640;HPA065661;
KCNMB2,CAB022649;
DMBX1,HPA026811;
CCDC154,HPA041158;HPA043535;HPA048237;
FAR1,HPA017322;
C5orf42,HPA036775;HPA036776;
MFAP5,HPA010553;
MYH6,HPA001239;HPA001349;CAB075723;CAB075724;CAB075725;
ZNF615,HPA052422;
CXorf40A,HPA060897;
DPP4,CAB045970;HPA068778;HPA071236;
SERPINB13,HPA052630;HPA057129;
PDCD1LG2,HPA013411;
SLC22A24,HPA045015;
SPTAN1,CAB004581;HPA007927;
KLHL14,HPA024777;
FAM114A1,HPA067948;HPA069104;HPA069701;
RPE,HPA036498;HPA036499;
ZNF460,HPA053004;HPA066506;
CR1L,HPA049348;
PHF2,HPA010831;
RPS26,HPA043961;HPA055803;
C14orf178,HPA062581;
PSAP,HPA004426;CAB004647;
S100A10,HPA003340;CAB025484;
LHFPL5,HPA055110;
RPL37A,HPA065327;
MCMBP,CAB013792;HPA038481;
EME2,HPA045770;
KLHDC1,HPA020461;
ZNF81,HPA001689;
TAF13,HPA044492;
ZNF780A,HPA003311;
ATAD3A,HPA058968;HPA064867;HPA065305;
FAM118B,HPA041644;HPA042100;
ZNF461,HPA021139;
OCLN,HPA005933;CAB013075;CAB068212;CAB068213;CAB068214;
HIST4H4,CAB011503;CAB037279;HPA042201;
CYP2A13,HPA046713;HPA047262;
ZNF181,HPA043701;HPA062305;
FAM212B,HPA027809;HPA027810;HPA027811;
ZNF44,HPA003146;
ADAMTSL2,HPA045634;HPA053812;
SGTB,HPA044689;HPA063674;
ZNF790,HPA056134;HPA060288;
FAM49A,CAB017847;HPA060398;
OR1S2,HPA049304;
UGT2B17,HPA045108;
SLC22A12,HPA024575;
NRAP,HPA037953;HPA037954;
ADH5,HPA044578;HPA061919;
HIST1H2BK,HPA042205;HPA043013;HPA048671;
TEAD4,HPA056896;
HRNR,HPA031469;
IFNA1,HPA047557;
ERO1A,HPA026653;HPA030053;CAB034294;
ZNF311,HPA050541;
PLCG2,CAB004280;HPA020099;HPA020100;
FCHSD1,HPA043795;
ZNF71,HPA018124;
S100A6,CAB002601;HPA007575;CAB040549;CAB047354;
RPL12,HPA003403;
ZNF121,HPA054961;
MPZL1,HPA026966;HPA063538;
AKAP17A,HPA043247;HPA051020;
LEKR1,HPA044039;HPA047774;
IRAK4,CAB016685;CAB022077;
DLGAP2,HPA030320;
MRPL42,HPA039398;
ENTPD7,HPA014351;
TUBA3C,HPA039247;HPA043684;HPA063394;
RPS4X,HPA000857;
ZNF84,HPA028860;
MAK16,HPA044417;HPA050574;
ZNF667,HPA030731;HPA046673;
SIRPA,CAB002776;CAB015122;HPA054437;HPA058511;
NPIPB13,HPA053611;
AKR1B10,HPA020280;CAB070163;HPA073633;
CYP2A7,CAB033510;HPA046713;HPA047262;
ZBTB14,HPA050758;HPA070819;
TMPRSS11F,HPA026911;
ZNF649,HPA026541;
ADH4,HPA020525;
ZNF248,HPA018237;HPA018287;HPA018455;
CHSY3,HPA044612;
TOR4A,HPA044913;
MB,CAB000060;HPA003123;
DEFB107B,HPA045626;
HIBCH,HPA036540;HPA036541;HPA067080;
ZNF544,HPA002732;
TMEM229B,HPA046562;
ZNF770,HPA024518;
NPIPB6,HPA011188;HPA053611;
MIER1,HPA019589;HPA050306;
MAN1A2,HPA034559;HPA057364;
SVIP,HPA039807;
ZNF251,HPA018290;
TFDP1,CAB033605;HPA044754;HPA068909;
ZNF607,HPA049465;HPA055018;
BPIFA1,CAB025669;
ZNF334,HPA050022;
HSD17B11,HPA021608;
SULT1C2,HPA007190;
ZXDA,HPA043789;
AC092143.1,CAB011512;HPA043640;HPA046280;
CSF2RA,CAB016148;
FKBP1C,HPA051798;
STYX,HPA040290;
HELZ,HPA028276;
TMEM116,HPA040720;
UCKL1,HPA004722;HPA004769;
CARD11,HPA052984;
ZNF485,HPA059356;
PEG3,HPA026070;
SDAD1,HPA035949;
ZKSCAN8,HPA003483;
MYL4,HPA046859;HPA051884;HPA063034;
ZNF442,HPA045738;HPA053407;
ZNF813,HPA056406;
DCAF12L2,HPA044737;HPA048981;HPA053138;
ASNA1,HPA045951;HPA048087;
ASPH,HPA055161;HPA059303;
UVRAG,HPA016932;
TMEM207,HPA014332;
ITSN2,HPA036475;
NTRK1,CAB004606;HPA035799;HPA076570;
MGEA5,HPA036141;HPA076501;
TCAF1,HPA011732;
ZNF69,HPA047845;
ZNF568,HPA024541;HPA052061;
ZXDB,HPA043789;
ZNF480,HPA042218;
ZNF587,HPA042125;HPA043288;HPA056213;
SH3BGRL2,HPA047486;
TMA16,HPA041571;HPA052688;
HLA-DRB5,HPA043151;
ATL1,HPA027550;
MAFK,CAB026820;HPA060841;
C1orf228,HPA034769;
ZNF43,HPA050271;
GPN1,HPA036793;HPA036794;CAB037303;
PLN,CAB005597;HPA026900;
ZNF511,HPA035360;
ZNF627,HPA049770;HPA073463;
ZNF789,HPA029500;HPA050793;
CTNND1,CAB003837;HPA015954;HPA015955;
SLC34A3,HPA023776;
NUDT16,HPA060452;HPA062492;
TLK1,HPA016043;
BAZ1A,HPA002730;
AKR1C4,HPA044720;HPA068265;
COPS8,HPA036485;
CCDC69,HPA043648;HPA052896;
RYR2,HPA020028;
KLHL9,HPA046039;HPA059901;
FAM3D,HPA013844;
NCOA6,HPA004198;HPA050211;
STK39,CAB046022;HPA061803;HPA062802;
C6orf89,HPA012548;
LPA,CAB016072;HPA060604;
TTC37,HPA037905;
MAGEA1,CAB002620;
SLC9A6,HPA059445;HPA059590;
EIF1AY,HPA002561;
CEP290,CAB029995;HPA043918;HPA064397;
MT-CO2,CAB016243;HPA051505;HPA054758;
GLMP,HPA029121;
TOGARAM1,HPA050849;HPA053559;
ANKRD13B,HPA051886;HPA063748;
ECI2,HPA022130;HPA031626;
UNC13B,HPA024493;HPA062300;
MT-CYB,CAB032215;HPA068400;HPA074796;
LDB1,HPA034488;
CTR9,HPA061027;HPA068122;
SMOC1,HPA004153;CAB034427;
MSRB1,CAB008650;HPA043463;HPA069557;
ZNF652,HPA044408;
PLXNB3,HPA048046;
RPL10A,HPA053803;
COLGALT2,HPA031749;HPA031750;
EPS8L3,HPA030998;
EGFL6,HPA001838;
SYCP1,HPA021083;
RCSD1,HPA016597;HPA073490;
RASSF9,HPA039428;HPA039678;
ZNF830,HPA024754;HPA027211;
MUC2,CAB016275;
TMEM184B,HPA024076;
SCAMP5,HPA046645;
ALPK2,HPA027377;HPA027976;HPA028084;HPA029801;
BRINP2,HPA050681;
GK,HPA060687;
SFT2D1,HPA014677;
CD247,CAB004651;HPA008750;
CHAMP1,HPA006623;HPA008900;
SUCNR1,CAB022745;
HMGN2,CAB018371;HPA077364;
SELENOM,CAB008667;HPA019601;
UBE2J1,HPA003509;CAB073419;
OPA1,HPA036926;HPA036927;
ZNF277,HPA027307;
MT-ND3,HPA063296;
KTI12,HPA031203;HPA031204;HPA031205;
SELENOT,HPA039780;
CES1,HPA012023;HPA046717;
CD3E,CAB000010;HPA040957;HPA043955;CAB072863;CAB072864;
RUSC2,HPA021297;
FICD,HPA021390;HPA071134;
R3HDM4,HPA043025;HPA048638;
TSEN15,HPA029237;
LTN1,HPA029143;CAB034164;HPA055604;
RUNDC1,HPA023726;
CCDC152,HPA036240;
STKLD1,HPA029902;
GRK5,CAB025579;HPA046838;
TYW1,HPA013568;HPA014118;HPA015535;HPA043136;HPA047029;HPA047052;HPA052097;
ASB12,HPA049542;
PNMA5,HPA044690;HPA073946;
SMC5,HPA054900;
DCAF12L1,HPA044737;HPA048981;HPA053138;
PRMT6,HPA059424;
CAPZA2,HPA007470;HPA007643;
TOP1,CAB009058;HPA019039;
PRC1,HPA034521;HPA048816;
L1CAM,CAB010896;
C1orf174,HPA008270;HPA065778;
